geneId	transcriptId	nbExons	nbUmis
Smarca2	ENSMUST00000175842.3	5	14
Calm2	ENSMUST00000040440.6	6	5448
Cox6c	undef	0	202
Gm24059	ENSMUST00000157493.1	1	1
RP23-201G13.1	ENSMUST00000129661.1	2	53
Gpx4	undef	0	150
RP24-421E18.8	ENSMUST00000200117.1	1	7
Cir1	ENSMUST00000136519.2	9	1
Ubap2l	ENSMUST00000196633.4	5	10
Ppib	undef	0	128
Grap	undef	0	1
Srp14	undef	0	205
Parp1	undef	0	481
Uckl1	ENSMUST00000146823.7	4	5
Mrps18a	ENSMUST00000123646.1	5	2
Mzt1	ENSMUST00000227948.1	3	8
Rpl38	ENSMUST00000077915.9	5	115
Fam193a	ENSMUST00000181379.1	2	16
Arl11	ENSMUST00000055159.7	2	1
Arhgap9	ENSMUST00000219026.1	16	1
Lsm2	undef	0	89
RP23-478A9.4	ENSMUST00000181452.1	2	9
Nelfcd	ENSMUST00000109075.7	15	124
Eif3c	ENSMUST00000180459.2	7	27
Mitd1	undef	0	27
Ddx39	ENSMUST00000019576.14	11	333
RP24-272N4.1	undef	0	39
Exoc7	undef	0	180
Ppp4r3b	undef	0	329
Crtc3	undef	0	214
Arap1	undef	0	6
Tor3a	undef	0	5
Clvs1	ENSMUST00000141734.1	3	2
Catsper2	undef	0	13
Vars	ENSMUST00000087315.13	30	63
Orai3	ENSMUST00000061587.12	2	26
RP23-382I10.1	ENSMUST00000202336.1	1	37
Lypd6b	undef	0	31
Gm25926	ENSMUST00000082899.1	1	5
Smim24	ENSMUST00000129083.1	3	1
RP23-395M5.3	undef	0	8
Gnao1	ENSMUST00000155245.1	2	16
Lyar	ENSMUST00000132190.7	6	1
RP23-451A12.1	undef	0	3
Cldn7	undef	0	1
Kif18b	ENSMUST00000021311.9	16	4
Chpt1	ENSMUST00000073783.5	4	1
RP24-104D12.1	undef	0	2
Lcorl	ENSMUST00000156295.1	4	2
RP23-286I5.3	undef	0	79
Fam118a	ENSMUST00000023069.8	9	34
Rpap2	ENSMUST00000065422.11	13	53
Utp23	ENSMUST00000059599.9	2	4
Tshz3	ENSMUST00000176413.1	2	2
C1qc	undef	0	21
Hnrnpul2	undef	0	274
Dhrs11	ENSMUST00000047560.7	7	2
Vti1a	ENSMUST00000226069.1	4	2
Cacnb4	ENSMUST00000078324.6	14	19
Ptpmt1	ENSMUST00000155621.2	4	1
Dlx2	ENSMUST00000024159.7	3	420
RP23-480I16.1	ENSMUST00000204461.1	1	5
Abhd12	ENSMUST00000056149.14	13	171
Serf1	ENSMUST00000152286.1	3	1
Zeb1	ENSMUST00000025081.11	8	9
RP24-134N2.3	undef	0	4
Zfp771	undef	0	140
Hnrnpul2	ENSMUST00000096753.3	14	22
Tox4	ENSMUST00000137753.1	4	4
Cox19	ENSMUST00000133951.1	4	2
Zfr	ENSMUST00000228196.1	5	1
Sybu	ENSMUST00000110267.8	8	13
Rbm8a	undef	0	357
Stx5a	undef	0	242
Cops5	undef	0	261
Tspan11	undef	0	45
Calr	ENSMUST00000154774.1	5	63
RP23-121N17.2	ENSMUST00000180387.2	3	2
Stard10	undef	0	16
Arf6	undef	0	92
A930024N18Rik	undef	0	1
Rnf115	undef	0	107
Cox4i1	ENSMUST00000034276.12	5	7490
Efcab11	ENSMUST00000221801.1	3	1
Col1a2	ENSMUST00000031668.9	52	1
RP24-482L4.1	ENSMUST00000178019.2	1	2
Sema4d	undef	0	58
Psma5	ENSMUST00000090569.9	9	1019
Srrt	ENSMUST00000199243.4	20	30
Apmap	ENSMUST00000046399.6	9	68
Apip	undef	0	75
Elavl4	ENSMUST00000106600.8	7	1
Gid8	ENSMUST00000029090.8	5	197
Ggact	undef	0	1
Gm25183	ENSMUST00000157752.1	1	2
RP23-403O11.1	ENSMUST00000053981.5	3	248
Zfp367	undef	0	20
Setd8	ENSMUST00000100709.6	7	4
RP24-293N14.2	undef	0	4
RP23-261G3.4	undef	0	9
Dlg4	undef	0	380
Gnpda1	undef	0	42
RP24-262G23.5	undef	0	16
Prim1	ENSMUST00000138330.1	3	4
Ap1b1	ENSMUST00000009234.15	21	7
Aven	undef	0	7
Zfp846	ENSMUST00000140668.7	7	1
RP23-49H16.1	ENSMUST00000122450.7	3	4
Spag6	ENSMUST00000023468.5	11	4
Gadd45a	ENSMUST00000155041.1	2	1
Washc2	ENSMUST00000036759.10	31	7
Fadd	undef	0	10
Pdgfa	ENSMUST00000110897.7	7	18
Lrp11	ENSMUST00000019931.11	7	74
Zkscan6	ENSMUST00000071465.8	7	19
Hmmr	undef	0	150
RP23-241B5.3	undef	0	1
Zfp64	ENSMUST00000087971.10	6	59
Atg5	ENSMUST00000217412.1	3	1
Pou2af1	undef	0	1
Dnaja3	ENSMUST00000115854.3	11	55
Vmp1	undef	0	122
RP24-160I20.4	undef	0	1
Kat7	ENSMUST00000072621.11	14	2
Ppp1cb	undef	0	436
RP23-275N21.3	ENSMUST00000122418.1	1	3
Tmem44	ENSMUST00000144001.8	12	2
Mecp2	ENSMUST00000100750.9	4	27
Slc35e3	undef	0	44
Qk	undef	0	518
Nudt10	undef	0	29
Parp2	undef	0	233
Cmtr2	ENSMUST00000056972.5	2	2
Fam131a	ENSMUST00000056518.12	6	7
Fchsd2	ENSMUST00000032931.8	21	2
Mtus2	ENSMUST00000085554.4	4	8
Ppid	undef	0	158
Adamts12	undef	0	9
Fgf10	undef	0	6
Pacsin3	ENSMUST00000168916.7	11	14
Osbpl5	undef	0	47
Cntn3	undef	0	2
RP24-459P6.1	ENSMUST00000180567.7	5	1
Vps18	ENSMUST00000037280.4	5	30
Sft2d1	undef	0	175
Aprt	ENSMUST00000213062.1	3	10
Cav2	ENSMUST00000115462.1	2	1
RP23-65N19.1	undef	0	1
Tekt2	undef	0	33
Tprg	undef	0	1
Tec	undef	0	2
Hmbox1	ENSMUST00000067843.9	10	3
Mical1	ENSMUST00000019967.15	24	12
Dlg2	undef	0	327
Pfdn5	ENSMUST00000165671.7	4	11
Fbxw4	ENSMUST00000162879.7	4	2
Elp5	ENSMUST00000142788.7	7	19
Dlgap4	ENSMUST00000099145.5	7	40
Rbmxl1	ENSMUST00000211719.1	2	823
Pgam5	ENSMUST00000059229.15	6	89
RP23-342M4.3	ENSMUST00000200102.1	1	17
Wdr18	ENSMUST00000045247.8	10	355
RP23-411N10.3	ENSMUST00000173684.1	1	1
Gorasp2	ENSMUST00000112205.1	9	5
Cpeb4	undef	0	137
Pros1	undef	0	10
Syap1	undef	0	90
RP23-15F7.3	ENSMUST00000226239.1	4	8
Mcam	undef	0	38
Mcc	undef	0	12
Ppp1r8	undef	0	71
Eif4b	ENSMUST00000229254.1	2	2
Polr2m	undef	0	218
Senp7	undef	0	524
Arhgef2	ENSMUST00000170653.8	22	12
RP23-64D23.7	ENSMUST00000206975.1	1	3
Dimt1	ENSMUST00000223851.1	2	6
Casp8	undef	0	1
Acvrl1	ENSMUST00000000542.13	11	1
Igfbp5	undef	0	99
Pak2	undef	0	813
Brd9	ENSMUST00000099384.3	16	35
Jund	ENSMUST00000095267.5	1	1079
Rilpl1	undef	0	23
Idh3g	undef	0	197
Sapcd1	ENSMUST00000174037.7	5	8
Cstf2	ENSMUST00000148080.1	3	4
Fam220a	ENSMUST00000118121.1	2	176
Wdr93	undef	0	4
Atp1b1	ENSMUST00000027863.12	6	313
Tacr3	ENSMUST00000029822.5	5	2
Tmcc3	undef	0	24
AC121564.2	ENSMUST00000148466.1	3	24
RP23-436E24.2	ENSMUST00000220812.1	1	7
Rps6	ENSMUST00000130001.1	3	9
Mthfs	ENSMUST00000144930.1	2	3
Etohd2	ENSMUST00000162450.2	2	6
RP23-167B4.2	undef	0	2
Tgfb3	ENSMUST00000003687.7	7	16
Uchl5	ENSMUST00000018333.12	11	122
Lypd6	ENSMUST00000053208.13	6	1
Klhl26	ENSMUST00000210250.1	3	1
Acvr2b	ENSMUST00000217621.1	4	1
Chn2	ENSMUST00000114403.7	7	1
RP23-448G18.2	ENSMUST00000160012.1	1	22
Stk25	undef	0	242
Exoc6b	ENSMUST00000160783.3	7	1
RP23-12I24.9	undef	0	41
Xxylt1	undef	0	4
Hist1h2ac	ENSMUST00000171127.3	1	70
RP23-426N4.3	ENSMUST00000118562.1	1	43
Ptchd4	ENSMUST00000048691.4	4	1
Gngt2	undef	0	2
Rcn3	undef	0	29
Mrps27	undef	0	58
Sec22b	ENSMUST00000130620.1	2	23
Zfp788	ENSMUST00000100275.9	6	1
Zfp959	ENSMUST00000224294.1	4	1
Pmp22	ENSMUST00000108701.7	5	9
Ampd2	ENSMUST00000102637.7	19	2
Ino80e	ENSMUST00000205349.1	5	2
Cul1	undef	0	625
Ube2d3	ENSMUST00000106291.9	8	91
Eif3j2	ENSMUST00000057110.10	1	25
Unk	undef	0	160
Nrg4	undef	0	2
Fgf12	undef	0	20
Mrps18c	undef	0	19
RP23-45E20.1	undef	0	17
Dock10	undef	0	15
Rrp9	undef	0	73
Arl5b	ENSMUST00000069870.9	6	3
Gm22068	ENSMUST00000082761.1	1	1
Mtfmt	ENSMUST00000132966.7	8	2
Slc50a1	ENSMUST00000132445.7	5	25
Syndig1l	ENSMUST00000095550.3	4	5
RP23-70J9.6	ENSMUST00000136628.1	2	249
Snhg11	ENSMUST00000137320.1	2	4
AC147266.3	undef	0	2
L3hypdh	ENSMUST00000138029.1	4	2
Rpl21-ps7	ENSMUST00000077420.3	1	3
Tvp23a	undef	0	129
Mpv17	undef	0	72
Maea	ENSMUST00000114449.6	9	245
Cry2	undef	0	188
Slc41a1	undef	0	43
Naa38	ENSMUST00000082283.9	3	3
Omg	ENSMUST00000164465.2	2	3
Nek3	ENSMUST00000033865.15	16	15
Asb18	undef	0	2
RP23-21E23.2	undef	0	2
AC129188.1	undef	0	292
Siah2	ENSMUST00000070368.7	2	28
3110082I17Rik	undef	0	42
RP23-89C10.1	ENSMUST00000177983.1	2	4
Rrp1b	undef	0	180
Arl6ip4	undef	0	167
Flnb	undef	0	175
Rps5	undef	0	967
Srsf10	ENSMUST00000102544.8	6	96
Zfp239	ENSMUST00000172088.7	4	2
RP23-448A11.8	undef	0	2
Wnk2	undef	0	184
Mcm9	undef	0	13
Slc3a2	ENSMUST00000010239.5	9	238
RP23-316B4.2	undef	0	115
Gm26610	undef	0	4
Efnb2	undef	0	294
Stxbp6	undef	0	32
RP23-358N17.1	ENSMUST00000117547.1	1	14
WI1-2736D10.2	ENSMUST00000226862.1	2	1
Dlk1	undef	0	13
Ept1	ENSMUST00000197299.4	4	3
Vps36	undef	0	695
Samd10	undef	0	88
Unc80	undef	0	23
Faap20	ENSMUST00000126803.7	4	1
Gtf2f1	undef	0	197
RP24-155O13.4	ENSMUST00000190699.1	1	143
Ccnh	ENSMUST00000165077.7	5	1
Cdh7	ENSMUST00000129923.1	2	1
Grik2	ENSMUST00000218823.1	17	1
Igf1r	undef	0	488
Slc44a1	undef	0	134
Ankrd9	ENSMUST00000135131.1	4	1
Polr2i	ENSMUST00000150841.1	4	3
Rps6kb2	undef	0	133
Etnk2	ENSMUST00000135222.8	8	2
Slc43a2	ENSMUST00000149727.7	3	1
Dock7	ENSMUST00000206128.1	8	1
AC162689.1	ENSMUST00000100937.3	3	10
Zrsr2	ENSMUST00000147928.7	6	9
Caly	ENSMUST00000211283.1	6	227
Spdef	undef	0	1
Tia1	ENSMUST00000156762.7	6	3
Fam69a	undef	0	23
Osbpl11	ENSMUST00000039733.9	13	6
Hnrnph3	undef	0	653
Zfx	ENSMUST00000135661.1	4	2
RP23-156N21.2	undef	0	4
Cnot4	ENSMUST00000114989.8	11	2
RP23-214M22.2	ENSMUST00000144745.3	3	1
Ifi30	ENSMUST00000222087.1	7	10
Edf1	ENSMUST00000142288.1	2	2
Uimc1	ENSMUST00000026997.11	15	10
RP23-193O23.2	ENSMUST00000192440.1	1	1
Cenpf	ENSMUST00000165663.1	4	1
Lrrfip1	undef	0	302
RP23-171D1.2	ENSMUST00000224215.1	1	1
Tmem143	ENSMUST00000209350.1	7	3
Sparc	ENSMUST00000130642.1	5	6
Ubl5	ENSMUST00000161834.1	3	1
Gmnn	ENSMUST00000176890.7	7	1
Arl6ip4	ENSMUST00000031351.10	5	251
Zfp54	ENSMUST00000165230.7	5	1
Zfp174	undef	0	7
Dpp8	undef	0	192
Pla2g6	undef	0	47
RP23-56K4.1	ENSMUST00000226322.1	1	2
Chka	ENSMUST00000124219.1	3	3
RP23-86H7.3	ENSMUST00000202926.1	1	10
Mageh1	ENSMUST00000051484.4	1	679
RP23-346D16.6	undef	0	1
Ube2w	undef	0	191
Lekr1	ENSMUST00000099075.3	3	13
Plcg1	ENSMUST00000147254.1	3	2
Vps41	ENSMUST00000222010.1	2	3
Vdac2	ENSMUST00000142084.2	2	4
Fkbp11	ENSMUST00000003445.7	6	4
Ccdc130	ENSMUST00000098578.9	10	39
Plekho2	undef	0	9
Hsph1	ENSMUST00000074846.13	17	8
Sf1	ENSMUST00000131083.7	2	34
Fermt2	ENSMUST00000149723.1	2	9
RP23-199B2.4	ENSMUST00000185189.1	3	77
Gpatch4	undef	0	95
Fat1	undef	0	63
Tcf24	undef	0	1
Rcn3	ENSMUST00000211352.1	7	21
Top3b	ENSMUST00000232380.1	3	6
Scrn2	ENSMUST00000126874.1	7	1
Slc25a25	ENSMUST00000113310.8	10	29
Gls	ENSMUST00000126221.1	3	1
Cul4b	ENSMUST00000016681.14	20	4
RP23-49H16.3	undef	0	54
Disc1	ENSMUST00000126111.1	3	1
Ndufc2	ENSMUST00000149122.1	2	108
9330132A10Rik	undef	0	27
Vamp2	ENSMUST00000149780.1	2	1
Cactin	ENSMUST00000050867.7	9	139
Hba-a1	ENSMUST00000142555.1	2	173
Mknk1	ENSMUST00000154957.1	2	1
Smad3	undef	0	18
Trim2	ENSMUST00000136651.1	3	9
Psmc3	undef	0	370
RP23-451H9.2	ENSMUST00000212759.1	1	51
Slc25a12	ENSMUST00000151937.7	18	21
Oxsr1	undef	0	71
Hdac3	undef	0	119
Zer1	ENSMUST00000149818.1	3	1
Nol11	undef	0	201
RP23-331E5.6	undef	0	404
Nono	ENSMUST00000134783.1	2	40
Lhx1os	ENSMUST00000128121.1	4	12
Wnt8b	undef	0	22
Tob1	undef	0	70
Bola2	undef	0	41
Pigt	ENSMUST00000138038.7	7	4
Snapc4	ENSMUST00000035427.10	23	3
Zfp35	undef	0	50
Dlat	ENSMUST00000126933.7	5	3
Pak2	ENSMUST00000023467.8	15	95
RP23-415F2.1	ENSMUST00000195879.1	1	3
Gm23802	ENSMUST00000175565.1	1	1
Itm2c	ENSMUST00000139837.1	3	8
RP24-357P7.3	undef	0	6
Gareml	undef	0	37
Gm26711	ENSMUST00000180866.1	2	1
Scp2	undef	0	72
Cnih4	undef	0	71
RP24-456B4.4	ENSMUST00000181045.7	4	4
AC117550.1	ENSMUST00000110797.1	1	1
Camsap3	ENSMUST00000207970.1	18	4
Btg1	ENSMUST00000038377.8	2	1093
Ube2cbp	ENSMUST00000034986.13	10	17
RP24-86E4.1	ENSMUST00000198877.1	1	3
Poldip2	ENSMUST00000136284.1	2	4
Chka	ENSMUST00000154467.7	2	61
Itgb1bp1	ENSMUST00000172834.1	6	7
Galnt11	ENSMUST00000045737.13	12	50
Rnf38	undef	0	166
Cdkn1b	ENSMUST00000003115.8	3	161
RP23-269B7.6	undef	0	1
Zfp207	ENSMUST00000108216.7	9	11
Zfp354c	ENSMUST00000000632.6	4	1
RP23-107H9.4	undef	0	1
RP24-511E21.4	ENSMUST00000225814.1	1	1
Rnu2-10	ENSMUST00000084010.1	1	48
Abhd13	ENSMUST00000139793.7	3	1
Ecd	ENSMUST00000022344.3	14	118
Zfand2b	ENSMUST00000160439.7	10	106
Polr3g	ENSMUST00000161920.1	3	3
RP23-387C21.5	undef	0	1
Adss	undef	0	209
Slc6a1	undef	0	193
Suv420h1	undef	0	240
Ago4	ENSMUST00000084289.4	18	1
Ctnnal1	ENSMUST00000107612.2	5	1
RP23-447L15.3	ENSMUST00000192396.1	1	4
Hp1bp3	undef	0	1272
Fbxo36	undef	0	11
RP23-430N15.7	ENSMUST00000231828.1	1	6
RP23-361B11.2	undef	0	151
Gpr21	undef	0	25
Zeb1	ENSMUST00000161295.7	7	1
Insm1	ENSMUST00000089257.5	1	379
Gapdh-ps15	ENSMUST00000180966.1	1	6
Pdzd11	ENSMUST00000144643.7	6	25
Peg10	undef	0	16
Zfp711	ENSMUST00000113409.7	9	1
RP24-388M1.8	undef	0	5
RP23-222G22.7	ENSMUST00000201520.1	2	1
Serpine1	ENSMUST00000199832.1	2	1
Cfap97	ENSMUST00000034048.12	5	3
Mettl25	ENSMUST00000046638.9	12	3
Plcl2	undef	0	45
Copa	ENSMUST00000133909.1	3	1
Pnp2	undef	0	2
Uckl1	ENSMUST00000057816.14	15	91
AC164004.4	undef	0	7
Pdlim7	ENSMUST00000069929.12	8	9
Sdk2	undef	0	40
Rap2c	undef	0	62
Faap20	ENSMUST00000149468.7	4	6
Cct3	ENSMUST00000168062.7	13	1
Sord	ENSMUST00000110551.3	9	39
Kntc1	ENSMUST00000199838.1	2	38
Ubl5	ENSMUST00000162303.7	5	73
Cmc2	ENSMUST00000078589.6	3	23
Peli1	ENSMUST00000093290.11	7	315
Plk3	ENSMUST00000076859.11	15	20
L1cam	ENSMUST00000144478.1	4	2
RP24-483G17.1	undef	0	103
Haghl	ENSMUST00000129917.7	5	4
RP23-372N19.4	undef	0	2
Ube2d1	undef	0	445
AC124550.3	ENSMUST00000120339.7	10	12
4930507D05Rik	ENSMUST00000181110.1	1	12
Fbxl18	ENSMUST00000035985.7	5	7
Limk2	ENSMUST00000101638.3	16	10
Ttc9c	ENSMUST00000148090.1	2	5
Rpl34	undef	0	1138
Colq	undef	0	1
Lipa	ENSMUST00000178114.1	10	1
Golim4	ENSMUST00000117242.7	16	2
RP23-411B11.2	ENSMUST00000191699.1	1	193
Gm24139	ENSMUST00000122780.1	1	2
Nup210	undef	0	41
RP24-427N13.9	undef	0	1
Krba1	undef	0	81
Mboat7	ENSMUST00000150785.1	2	1
Tia1	ENSMUST00000147104.7	3	1
Rasgrp1	ENSMUST00000102534.10	17	1
Pnpla6	ENSMUST00000004681.13	34	1
Rbm22	ENSMUST00000160020.1	2	1
Timm13	ENSMUST00000218149.1	2	29
Fbxw7	ENSMUST00000107679.7	14	1
Bag1	ENSMUST00000108089.7	7	355
Gtf2h4	ENSMUST00000160734.7	14	2
Pacs1	ENSMUST00000025786.7	24	11
RP23-255N3.6	ENSMUST00000200103.1	1	1
Ccdc186	undef	0	327
Ccl27a	undef	0	267
Barx2	undef	0	3
P2ry14	ENSMUST00000091112.5	2	1
Cd81	undef	0	139
RP23-49O17.4	ENSMUST00000196705.1	1	1
Atg9a	undef	0	7
Arhgap45	undef	0	2
Rtca	ENSMUST00000124486.1	4	3
Top3a	ENSMUST00000002891.10	19	6
Syt16	ENSMUST00000110451.3	8	20
Xlr3a	undef	0	3
Rnf13	ENSMUST00000200497.4	10	3
RP23-124L1.4	undef	0	1
RP23-333I5.6	ENSMUST00000196117.1	1	2
Dram1	undef	0	3
Cdk11b	ENSMUST00000105598.1	20	3
Kcnn3	undef	0	42
Fbxo25	ENSMUST00000209310.1	2	2
Itch	ENSMUST00000123497.1	21	1
AC130474.1	undef	0	5
Ctr9	undef	0	424
Papd4	ENSMUST00000223975.1	4	6
Trnau1ap	ENSMUST00000030730.13	9	337
2700046G09Rik	undef	0	11
Klf15	ENSMUST00000032174.11	3	15
Arpc5l	ENSMUST00000135049.1	3	4
Zcchc12	ENSMUST00000115256.1	4	5
Zdhhc13	undef	0	244
Csf1	ENSMUST00000014743.9	9	1
Oard1	ENSMUST00000167180.7	6	229
Tmem80	ENSMUST00000132061.1	3	1
Top1mt	undef	0	16
Khdrbs2	ENSMUST00000188257.6	3	14
Phax	undef	0	361
Ikzf5	ENSMUST00000121033.7	4	3
Hmgn2	ENSMUST00000100472.9	6	97
Haus3	undef	0	50
Lrrc75a	ENSMUST00000057194.8	4	12
Unk	ENSMUST00000021116.11	16	12
Smtnl2	ENSMUST00000050226.6	8	1
Fbxo30	ENSMUST00000129456.7	3	5
Pcna	ENSMUST00000140338.1	2	16
Ogfod2	ENSMUST00000024470.12	7	64
Mphosph9	ENSMUST00000130502.7	11	1
Zfp521	undef	0	67
RP23-42H18.1	ENSMUST00000146404.1	2	18
RP24-418L2.1	ENSMUST00000193411.1	2	68
Lrrc40	undef	0	115
Hook1	ENSMUST00000107083.1	8	1
Gm22840	ENSMUST00000158444.1	1	8
Ppa1	ENSMUST00000020286.6	11	1367
Ssbp2	ENSMUST00000042122.14	16	119
Lrrc75b	ENSMUST00000051129.9	4	8
Txndc15	undef	0	239
Cbarp	ENSMUST00000105369.7	10	3
Cbfa2t3	ENSMUST00000064674.12	12	3
Lrrc38	undef	0	1
Xrcc4	ENSMUST00000022115.13	8	51
Zfp189	ENSMUST00000042964.12	4	1
RP23-7E4.6	undef	0	6
2700062C07Rik	undef	0	148
Tox4	undef	0	459
Triap1	ENSMUST00000031508.4	2	336
Naf1	ENSMUST00000118009.1	8	2
RP23-280N22.3	ENSMUST00000181488.1	2	7
Svop	undef	0	181
Stag2	ENSMUST00000123245.7	3	1
Hyou1	undef	0	46
Trpm7	ENSMUST00000134408.1	14	2
RP24-275P22.2	ENSMUST00000214912.1	1	1
Cdk14	ENSMUST00000115450.7	14	1
RP23-235G12.1	ENSMUST00000101625.4	1	1
Samd1	ENSMUST00000095228.3	5	4
Fbxl18	ENSMUST00000110766.7	5	14
Prpf3	ENSMUST00000015892.13	16	39
Fam213a	ENSMUST00000128236.1	4	3
Slc15a3	undef	0	4
Casp9	ENSMUST00000030747.10	9	7
Tmem243	ENSMUST00000196029.4	6	2
Cyb561	ENSMUST00000019734.10	6	13
Zmpste24	ENSMUST00000058754.8	10	23
Axin1	ENSMUST00000169268.1	2	2
Clec7a	undef	0	3
RP24-390M17.2	undef	0	13
Rwdd2a	ENSMUST00000179212.2	3	1
RP23-25N17.6	ENSMUST00000231106.1	1	50
RP23-129P10.1	undef	0	65
RP23-97A19.1	undef	0	1
Kank3	ENSMUST00000173649.1	2	1
Tnni3	undef	0	1
Eny2	undef	0	352
Cep41	undef	0	41
Cenpo	undef	0	20
Kmt2e	undef	0	1760
Rhobtb1	ENSMUST00000067908.13	11	5
Cyr61	undef	0	108
Adora2a	undef	0	29
Bop1	undef	0	110
Trim28	ENSMUST00000123778.1	2	44
Oca2	undef	0	7
RP23-394G5.2	ENSMUST00000196101.1	1	3
Lhfp	ENSMUST00000059562.13	4	96
RP24-248C17.4	undef	0	1
Kbtbd2	ENSMUST00000114323.7	4	23
Sumf2	ENSMUST00000171300.7	9	41
Ccndbp1	undef	0	94
Pbk	undef	0	75
Rab21	ENSMUST00000020343.8	7	1
RP23-307E15.6	undef	0	1
Gria3	undef	0	71
Paupar	ENSMUST00000194826.2	1	12
Lims2	undef	0	12
G3bp2	ENSMUST00000113127.6	11	589
Isl1	ENSMUST00000036060.12	6	74
Ergic2	ENSMUST00000149631.3	3	1
Abhd8	ENSMUST00000212321.1	3	6
Fbxl5	ENSMUST00000087465.10	9	1
Ecel1	ENSMUST00000162015.1	3	1
Atg16l2	undef	0	40
Dscc1	undef	0	10
RP23-127O4.6	ENSMUST00000223488.1	1	1
Nktr	ENSMUST00000182607.1	2	2
Gtf2h2	undef	0	106
RP23-183D11.8	undef	0	44
Clk1	ENSMUST00000141570.7	3	4
RP23-339J4.3	undef	0	1
Sat1	ENSMUST00000026318.14	6	63
Fxyd5	ENSMUST00000161684.7	9	3
Dao	undef	0	1
Gm24009	ENSMUST00000157734.1	1	3
Rft1	ENSMUST00000228262.1	5	2
Ciz1	undef	0	233
Surf4	undef	0	151
RP24-267I1.1	undef	0	1
Slamf6	undef	0	1
Zfp598	undef	0	58
Meaf6	ENSMUST00000154689.7	7	38
Phf23	ENSMUST00000123817.7	4	2
Ufc1	undef	0	60
Vcam1	ENSMUST00000029574.12	9	37
Pdgfa	undef	0	45
RP23-172L21.2	ENSMUST00000203635.1	1	34
Gm9747	ENSMUST00000023262.5	1	4
Erlec1	ENSMUST00000073192.13	14	52
Timm17a	ENSMUST00000081104.9	6	368
Ctcf	undef	0	842
Cntd1	ENSMUST00000103107.4	7	1
Vimp	ENSMUST00000206575.1	6	11
Clta	ENSMUST00000107847.9	6	15
Rps8-ps3	ENSMUST00000121011.1	1	1
Noc4l	ENSMUST00000042147.5	15	123
RP23-391P21.2	ENSMUST00000202708.1	1	1
Ensa	ENSMUST00000037983.5	3	81
Kcnip1	undef	0	41
Znrf1	ENSMUST00000095176.11	4	82
Kcnk2	ENSMUST00000079451.12	7	12
Cuedc2	ENSMUST00000051234.8	9	742
Traf2	undef	0	57
Pdhb	ENSMUST00000022268.9	10	371
RP24-423J19.1	undef	0	79
Ypel4	ENSMUST00000090729.8	5	21
Phlda3	undef	0	4
Mir8099-2	ENSMUST00000183568.1	1	1
Mycbp2	ENSMUST00000162537.1	3	14
Mbd3	undef	0	469
Ikbkap	ENSMUST00000030140.2	37	3
Lsm12	ENSMUST00000021297.5	5	634
Fam118b	ENSMUST00000059057.13	8	85
Xaf1	undef	0	1
Tiparp	undef	0	328
Celsr2	undef	0	378
AC157774.6	ENSMUST00000136913.1	5	15
Actr2	ENSMUST00000134779.1	2	10
Srebf2	ENSMUST00000230105.1	4	101
Mum1	ENSMUST00000126917.7	2	1
Ccna1	undef	0	3
Arl16	undef	0	66
Gns	ENSMUST00000219847.1	2	21
RP23-145L9.10	ENSMUST00000178206.1	1	24
Ebag9	ENSMUST00000227691.1	7	64
Pdp1	ENSMUST00000108301.7	2	13
Ankrd44	ENSMUST00000180327.7	8	14
Cdk14	undef	0	227
Tnfaip6	ENSMUST00000065927.5	6	16
Tpm1	ENSMUST00000113687.7	9	2
Ndel1	undef	0	98
Gpm6b	ENSMUST00000129731.1	2	265
Tecpr1	ENSMUST00000085701.6	25	25
Dusp14	ENSMUST00000100705.10	3	65
Dbt	ENSMUST00000196376.1	4	1
Gm22388	ENSMUST00000158194.1	1	8
Cnbp	ENSMUST00000134851.2	3	1
Cct3	ENSMUST00000001452.13	14	2004
Ccdc190	ENSMUST00000094348.3	4	13
RP24-313N16.1	ENSMUST00000224376.1	1	1
Sar1a	ENSMUST00000219506.1	8	4
Zic1	undef	0	141
Rsph3a	ENSMUST00000232627.1	2	5
Creb3l4	ENSMUST00000029547.9	10	4
Tmem53	ENSMUST00000106434.7	3	1
Gpr1	ENSMUST00000050536.13	3	1
D030056L22Rik	undef	0	42
Plekhj1	ENSMUST00000219767.1	5	72
Eif4h	undef	0	370
RP23-104H13.2	ENSMUST00000119745.1	1	8
Trpc1	undef	0	197
Cacybp	undef	0	927
Ppp1r12b	undef	0	129
Fance	ENSMUST00000128079.1	2	1
Gm26753	undef	0	1
Hba-a2	ENSMUST00000147010.1	2	107
Cdk14	ENSMUST00000115451.7	14	4
Lyar	undef	0	430
RP23-316F10.2	ENSMUST00000218322.1	1	1
Vim	undef	0	360
RP23-181M13.7	undef	0	1
RP23-38E20.8	undef	0	3
Dgkd	undef	0	166
Kbtbd11	ENSMUST00000069399.6	2	41
Nol4	ENSMUST00000164186.7	11	6
Parp1	ENSMUST00000192411.1	2	1
Map3k1	undef	0	10
RP23-220J15.4	undef	0	28
Grk6	ENSMUST00000099482.4	16	8
Copa	ENSMUST00000126634.7	10	6
RP24-340P22.3	ENSMUST00000223821.1	1	1
Smc5	ENSMUST00000087556.6	25	7
Cxcl12	ENSMUST00000073043.4	4	1
RP23-60K23.10	ENSMUST00000222675.1	1	8
Rabl6	ENSMUST00000128942.1	2	2
RP24-240G4.2	undef	0	52
Ninj1	ENSMUST00000131280.1	4	5
